Fecha;Temporada;Dias_Plantacion;Dr_TAW_Ratio;Lluvia_Hoy_mm;ETo_Hoy_mm;Riego_Decidido_IA_mm
13/06/2013;2013;60;0,158;0,0;4,61;9,21
14/06/2013;2013;61;0,046;0,0;5,9;26,48
15/06/2013;2013;62;0,0;0,0;6,1;0,5
16/06/2013;2013;63;0,166;0,0;6,36;29,9
17/06/2013;2013;64;0,0;0,0;4,38;9,09
18/06/2013;2013;65;0,0;0,0;3,39;3,31
19/06/2013;2013;66;0,013;0,0;2,86;5,54
20/06/2013;2013;67;0,0;0,0;5,74;29,02
21/06/2013;2013;68;0,0;0,0;5,6;28,39
22/06/2013;2013;69;0,0;1,036;6,2;10,93
23/06/2013;2013;70;0,0;0,0;6,29;28,78
24/06/2013;2013;71;0,0;0,0;5,58;28,85
25/06/2013;2013;72;0,0;0,732;6,0;23,89
26/06/2013;2013;73;0,0;0,0;5,57;23,67
27/06/2013;2013;74;0,0;0,0;6,07;8,98
28/06/2013;2013;75;0,0;0,0;5,94;26,95
29/06/2013;2013;76;0,0;0,538;6,27;16,38
30/06/2013;2013;77;0,0;0,103;5,98;9,79
01/07/2013;2013;78;0,0;0,0;5,26;14,06
02/07/2013;2013;79;0,0;0,0;6,45;10,28
03/07/2013;2013;80;0,0;0,655;6,13;7,41
04/07/2013;2013;81;0,0;0,222;6,38;27,96
05/07/2013;2013;82;0,0;0,123;7,37;28,07
06/07/2013;2013;83;0,0;0,0;6,99;15,1
07/07/2013;2013;84;0,0;0,292;5,85;23,27
08/07/2013;2013;85;0,0;0,602;6,11;20,03
09/07/2013;2013;86;0,0;0,0;6,6;25,87
10/07/2013;2013;87;0,0;0,0;4,95;27,89
11/07/2013;2013;88;0,0;0,0;5,9;14,12
12/07/2013;2013;89;0,0;0,65;6,41;26,2
13/07/2013;2013;90;0,0;0,217;5,31;6,41
14/07/2013;2013;91;0,0;0,0;5,46;15,28
15/07/2013;2013;92;0,0;2,76;5,54;3,07
16/07/2013;2013;93;0,005;0,0;4,89;24,88
17/07/2013;2013;94;0,0;0,0;5,52;15,55
18/07/2013;2013;95;0,0;0,235;5,66;10,91
19/07/2013;2013;96;0,0;0,0;5,23;19,3
20/07/2013;2013;97;0,0;0,0;5,92;22,5
21/07/2013;2013;98;0,0;0,716;5,81;27,94
22/07/2013;2013;99;0,0;0,903;5,67;29,24
23/07/2013;2013;100;0,0;0,134;5,45;26,26
24/07/2013;2013;101;0,0;0,059;5,09;26,75
25/07/2013;2013;102;0,0;0,643;5,95;18,16
26/07/2013;2013;103;0,0;0,0;5,42;21,57
27/07/2013;2013;104;0,0;0,651;4,73;5,08
28/07/2013;2013;105;0,0;0,267;3,41;6,29
29/07/2013;2013;106;0,0;0,238;4,56;1,8
30/07/2013;2013;107;0,02;0,0;5,13;6,52
31/07/2013;2013;108;0,013;0,479;5,65;6,68
01/08/2013;2013;109;0,007;0,0;6,01;12,51
02/08/2013;2013;110;0,0;0,0;5,46;23,12
03/08/2013;2013;111;0,0;0,443;4,86;29,31
04/08/2013;2013;112;0,0;0,0;5,05;4,38
05/08/2013;2013;113;0,007;0,0;4,44;8,52
06/08/2013;2013;114;0,0;0,0;3,34;28,6
07/08/2013;2013;115;0,0;0,0;4,0;13,74
08/08/2013;2013;116;0,0;0,308;4,86;28,11
09/08/2013;2013;117;0,0;0,437;4,77;11,62
10/08/2013;2013;118;0,0;1,111;4,92;29,62
11/08/2013;2013;119;0,0;0,135;5,4;1,78
12/08/2013;2013;120;0,027;6,549;5,36;29,4
13/08/2013;2013;121;0,0;0,0;4,83;18,78
14/08/2013;2013;122;0,0;0,173;4,84;28,86
15/08/2013;2013;123;0,0;0,002;4,97;27,93
16/08/2013;2013;124;0,0;0,327;4,46;29,16
17/08/2013;2013;125;0,0;0,0;4,49;27,71
18/08/2013;2013;126;0,0;1,106;5,12;29,28
19/08/2013;2013;127;0,0;0,802;5,04;28,95
20/08/2013;2013;128;0,0;0,673;4,45;29,02
21/08/2013;2013;129;0,0;0,0;4,9;26,7
22/08/2013;2013;130;0,0;0,0;5,45;24,33
23/08/2013;2013;131;0,0;0,0;5,23;22,32
24/08/2013;2013;132;0,0;2,554;4,91;27,01
25/08/2013;2013;133;0,0;0,482;4,28;28,88
26/08/2013;2013;134;0,0;0,0;4,32;28,72
27/08/2013;2013;135;0,0;0,887;4,13;29,14
28/08/2013;2013;136;0,0;0,594;4,08;9,79
29/08/2013;2013;137;0,0;0,0;4,17;18,01
30/08/2013;2013;138;0,0;0,004;4,1;14,36
31/08/2013;2013;139;0,0;0,61;3,83;15,82
01/09/2013;2013;140;0,0;0,017;4,07;4,43
02/09/2013;2013;141;0,0;0,272;3,98;29,72
03/09/2013;2013;142;0,0;0,0;4,65;17,64
04/09/2013;2013;143;0,0;0,229;4,43;29,49
05/09/2013;2013;144;0,0;0,935;2,49;8,53
06/09/2013;2013;145;0,0;0,32;3,08;16,37
07/09/2013;2013;146;0,0;0,132;2,86;11,68
08/09/2013;2013;147;0,0;0,0;3,33;15,17
09/09/2013;2013;148;0,0;0,328;3,45;11,69
10/09/2013;2013;149;0,0;0,223;3,48;7,58
11/09/2013;2013;150;0,0;0,0;3,38;16,67
12/09/2013;2013;151;0,0;0,0;3,34;9,4
13/09/2013;2013;152;0,0;0,0;3,23;16,65
14/09/2013;2013;153;0,0;0,0;3,94;4,96
15/09/2013;2013;154;0,0;0,129;2,9;27,99
16/09/2013;2013;155;0,0;0,602;3,57;19,37
17/09/2013;2013;156;0,0;0,142;3,12;11,08
18/09/2013;2013;157;0,0;0,22;3,34;14,78
19/09/2013;2013;158;0,0;0,523;3,91;28,56
20/09/2013;2013;159;0,0;0,439;3,01;21,28
21/09/2013;2013;160;0,0;0,0;3,15;28,08
22/09/2013;2013;161;0,0;0,515;3,58;28,7
23/09/2013;2013;162;0,0;0,0;3,7;10,01
24/09/2013;2013;163;0,0;0,0;3,07;10,7
25/09/2013;2013;164;0,0;0,08;3,36;6,05
26/09/2013;2013;165;0,0;0,0;3,8;29,28
27/09/2013;2013;166;0,0;9,31;1,24;16,3
28/09/2013;2013;167;0,0;0,964;1,84;24,76
29/09/2013;2013;168;0,0;0,097;2,36;1,68
30/09/2013;2013;169;0,005;11,297;2,17;8,59
01/10/2013;2013;170;0,0;1,803;1,42;7,07
02/10/2013;2013;171;0,0;4,591;1,7;13,63
03/10/2013;2013;172;0,0;1,264;2,27;24,41
04/10/2013;2013;173;0,0;0,0;1,99;12,19
05/10/2013;2013;174;0,0;0,873;2,26;28,27
06/10/2013;2013;175;0,0;0,0;1,95;28,36
07/10/2013;2013;176;0,0;0,463;2,05;4,75
08/10/2013;2013;177;0,0;0,0;2,1;11,56
09/10/2013;2013;178;0,0;0,485;1,87;13,34
10/10/2013;2013;179;0,0;0,125;1,87;15,89
11/10/2013;2013;180;0,0;0,0;1,34;12,38
12/10/2013;2013;181;0,0;0,0;1,63;10,8
13/10/2013;2013;182;0,0;0,638;1,79;20,06
14/10/2013;2013;183;0,0;0,0;0,92;21,15
15/10/2013;2013;184;0,0;0,067;0,87;28,74
16/10/2013;2013;185;0,0;0,812;1,42;16,88
17/10/2013;2013;186;0,0;0,39;1,02;19,67
18/10/2013;2013;187;0,0;0,906;1,91;8,52
19/10/2013;2013;188;0,0;1,265;2,06;29,75
20/10/2013;2013;189;0,0;0,0;1,72;20,35
21/10/2013;2013;190;0,0;0,0;1,42;7,56
22/10/2013;2013;191;0,0;10,203;1,31;27,54
23/10/2013;2013;192;0,0;2,518;1,86;16,16
24/10/2013;2013;193;0,0;12,031;0,82;29,14
25/10/2013;2013;194;0,0;0,564;0,95;28,77
26/10/2013;2013;195;0,0;0,0;1,41;12,58
27/10/2013;2013;196;0,0;0,065;0,98;14,08
28/10/2013;2013;197;0,0;0,088;1,18;29,41
29/10/2013;2013;198;0,0;0,0;1,4;11,68
30/10/2013;2013;199;0,0;0,212;1,13;6,53
31/10/2013;2013;200;0,0;0,0;1,25;22,77
01/11/2013;2013;201;0,0;0,0;0,69;29,7
02/11/2013;2013;202;0,0;4,735;1,29;28,58
15/04/2014;2014;1;0,0;0,39;3,75;1,72
16/04/2014;2014;2;0,174;1,982;4,35;28,7
17/04/2014;2014;3;0,0;0,145;3,88;7,54
18/04/2014;2014;4;0,0;0,171;4,2;12,74
19/04/2014;2014;5;0,0;7,281;3,6;25,88
20/04/2014;2014;6;0,0;3,047;3,08;12,48
21/04/2014;2014;7;0,0;0,0;3,3;28,91
22/04/2014;2014;8;0,0;0,274;2,9;19,19
23/04/2014;2014;9;0,0;0,0;3,52;29,05
24/04/2014;2014;10;0,0;0,0;3,21;27,26
25/04/2014;2014;11;0,0;0,0;2,76;28,45
26/04/2014;2014;12;0,0;0,0;3,47;23,95
27/04/2014;2014;13;0,0;0,0;3,63;25,15
28/04/2014;2014;14;0,0;0,0;4,07;27,48
29/04/2014;2014;15;0,0;0,16;4,06;28,41
30/04/2014;2014;16;0,0;0,0;4,22;13,34
01/05/2014;2014;17;0,0;0,0;4,76;28,62
02/05/2014;2014;18;0,0;0,0;4,42;26,48
03/05/2014;2014;19;0,0;0,0;4,19;21,96
04/05/2014;2014;20;0,0;0,0;4,41;15,71
05/05/2014;2014;21;0,0;0,0;5,01;28,88
06/05/2014;2014;22;0,0;0,259;3,74;12,14
07/05/2014;2014;23;0,0;0,0;5,29;22,57
08/05/2014;2014;24;0,0;0,0;5,27;27,45
09/05/2014;2014;25;0,0;0,858;5,15;27,35
10/05/2014;2014;26;0,0;0,894;5,81;0,77
11/05/2014;2014;27;0,296;0,0;5,45;29,58
12/05/2014;2014;28;0,0;0,0;4,28;2,85
13/05/2014;2014;29;0,108;0,0;4,43;29,88
14/05/2014;2014;30;0,0;0,447;5,11;29,14
15/05/2014;2014;31;0,0;0,483;5,65;26,47
16/05/2014;2014;32;0,0;0,0;6,28;29,86
17/05/2014;2014;33;0,0;0,067;5,58;7,88
18/05/2014;2014;34;0,0;0,0;5,58;24,05
19/05/2014;2014;35;0,0;0,529;4,05;27,54
20/05/2014;2014;36;0,0;0,0;2,9;11,46
21/05/2014;2014;37;0,0;5,273;2,64;28,18
22/05/2014;2014;38;0,0;0,715;3,99;28,73
23/05/2014;2014;39;0,0;0,345;3,66;21,16
24/05/2014;2014;40;0,0;0,0;3,88;29,57
25/05/2014;2014;41;0,0;0,0;3,77;29,53
26/05/2014;2014;42;0,0;0,0;4,21;25,08
27/05/2014;2014;43;0,0;0,314;3,47;28,89
28/05/2014;2014;44;0,0;0,0;4,05;18,73
29/05/2014;2014;45;0,0;0,0;2,86;17,45
30/05/2014;2014;46;0,0;0,402;4,15;29,74
31/05/2014;2014;47;0,0;0,178;3,99;28,99
01/06/2014;2014;48;0,0;0,0;4,88;26,91
02/06/2014;2014;49;0,0;0,513;5,0;5,56
03/06/2014;2014;50;0,0;0,0;6,46;23,97
04/06/2014;2014;51;0,0;0,0;5,4;25,17
05/06/2014;2014;52;0,0;0,461;5,49;16,18
06/06/2014;2014;53;0,0;0,715;6,0;21,81
07/06/2014;2014;54;0,0;0,303;4,58;15,43
08/06/2014;2014;55;0,0;0,357;4,71;26,99
09/06/2014;2014;56;0,0;0,009;4,28;25,44
10/06/2014;2014;57;0,0;0,0;4,69;27,44
11/06/2014;2014;58;0,0;0,0;5,76;1,54
12/06/2014;2014;59;0,116;0,224;5,98;26,01
13/06/2014;2014;60;0,0;0,0;6,34;3,19
14/06/2014;2014;61;0,09;0,0;6,0;22,69
15/06/2014;2014;62;0,0;0,0;6,21;7,38
16/06/2014;2014;63;0,001;0,0;5,93;23,95
17/06/2014;2014;64;0,0;0,0;6,27;26,73
18/06/2014;2014;65;0,0;0,429;5,79;24,74
19/06/2014;2014;66;0,0;0,272;6,19;8,1
20/06/2014;2014;67;0,0;0,187;5,89;0,83
21/06/2014;2014;68;0,101;0,451;5,65;24,74
22/06/2014;2014;69;0,0;0,667;5,21;3,02
23/06/2014;2014;70;0,038;0,0;5,57;23,57
24/06/2014;2014;71;0,0;0,593;1,69;0,37
25/06/2014;2014;72;0,013;0,0;4,39;16,03
26/06/2014;2014;73;0,0;0,0;5,88;17,29
27/06/2014;2014;74;0,0;0,337;5,53;28,98
28/06/2014;2014;75;0,0;0,0;4,26;19,63
29/06/2014;2014;76;0,0;0,0;5,21;4,24
30/06/2014;2014;77;0,024;0,454;5,26;25,89
01/07/2014;2014;78;0,0;0,0;3,86;24,06
02/07/2014;2014;79;0,0;0,0;3,94;5,32
03/07/2014;2014;80;0,0;2,164;4,0;24,78
04/07/2014;2014;81;0,0;0,291;6,02;25,74
05/07/2014;2014;82;0,0;0,226;4,37;28,88
06/07/2014;2014;83;0,0;0,0;4,05;21,19
07/07/2014;2014;84;0,0;0,0;5,19;22,51
08/07/2014;2014;85;0,0;0,0;5,55;7,72
09/07/2014;2014;86;0,0;0,0;4,91;8,2
10/07/2014;2014;87;0,0;0,603;5,26;28,64
11/07/2014;2014;88;0,0;0,531;5,37;5,82
12/07/2014;2014;89;0,0;0,33;5,0;3,34
13/07/2014;2014;90;0,018;0,264;5,66;6,76
14/07/2014;2014;91;0,011;0,0;5,52;19,38
15/07/2014;2014;92;0,0;1,218;5,99;19,68
16/07/2014;2014;93;0,0;1,321;6,26;24,77
17/07/2014;2014;94;0,0;0,0;6,8;12,02
18/07/2014;2014;95;0,0;0,269;4,79;3,47
19/07/2014;2014;96;0,016;3,113;2,21;2,61
20/07/2014;2014;97;0,0;0,0;4,48;0,59
21/07/2014;2014;98;0,037;0,0;4,85;3,48
22/07/2014;2014;99;0,051;0,82;5,24;29,83
23/07/2014;2014;100;0,0;0,0;5,59;25,9
24/07/2014;2014;101;0,0;0,0;5,77;28,67
25/07/2014;2014;102;0,0;1,002;5,5;28,82
26/07/2014;2014;103;0,0;0,0;5,78;17,62
27/07/2014;2014;104;0,0;0,0;5,45;27,43
28/07/2014;2014;105;0,0;0,0;5,27;6,42
29/07/2014;2014;106;0,0;0,0;5,28;8,3
30/07/2014;2014;107;0,0;0,0;4,88;12,38
31/07/2014;2014;108;0,0;0,0;5,11;27,34
01/08/2014;2014;109;0,0;0,41;4,0;22,79
02/08/2014;2014;110;0,0;1,285;3,38;3,73
03/08/2014;2014;111;0,0;0,0;4,11;14,8
04/08/2014;2014;112;0,0;0,0;4,64;15,95
05/08/2014;2014;113;0,0;0,0;5,12;17,8
06/08/2014;2014;114;0,0;0,268;5,57;21,35
07/08/2014;2014;115;0,0;0,729;5,2;28,62
08/08/2014;2014;116;0,0;1,244;4,03;4,21
09/08/2014;2014;117;0,0;0,502;4,41;29,97
10/08/2014;2014;118;0,0;0,0;4,4;23,4
11/08/2014;2014;119;0,0;0,12;5,18;28,41
12/08/2014;2014;120;0,0;0,452;4,01;9,27
13/08/2014;2014;121;0,0;0,0;4,79;10,51
14/08/2014;2014;122;0,0;0,257;4,21;7,88
15/08/2014;2014;123;0,0;0,429;4,19;27,42
16/08/2014;2014;124;0,0;0,0;4,07;24,81
17/08/2014;2014;125;0,0;0,0;4,38;7,28
18/08/2014;2014;126;0,0;0,0;4,93;2,99
19/08/2014;2014;127;0,017;0,254;4,25;25,53
20/08/2014;2014;128;0,0;0,0;4,01;28,69
21/08/2014;2014;129;0,0;0,0;3,61;25,5
22/08/2014;2014;130;0,0;0,413;3,62;24,86
23/08/2014;2014;131;0,0;0,212;3,51;10,08
24/08/2014;2014;132;0,0;0,0;3,69;8,5
25/08/2014;2014;133;0,0;0,0;4,82;17,63
26/08/2014;2014;134;0,0;0,0;4,08;6,17
27/08/2014;2014;135;0,0;0,438;4,46;2,98
28/08/2014;2014;136;0,009;0,342;3,69;3,51
29/08/2014;2014;137;0,009;0,0;3,43;27,92
30/08/2014;2014;138;0,0;0,0;3,6;6,44
31/08/2014;2014;139;0,0;0,0;4,2;3,73
01/09/2014;2014;140;0,005;0,0;4,1;28,95
02/09/2014;2014;141;0,0;0,569;4,53;26,44
03/09/2014;2014;142;0,0;0,897;3,55;29,82
04/09/2014;2014;143;0,0;0,936;3,48;25,59
05/09/2014;2014;144;0,0;0,103;3,52;0,94
06/09/2014;2014;145;0,017;0,37;3,29;23,75
07/09/2014;2014;146;0,0;9,87;1,62;15,2
08/09/2014;2014;147;0,0;0,364;2,64;18,73
09/09/2014;2014;148;0,0;0,0;3,65;1,64
10/09/2014;2014;149;0,014;0,0;3,7;25,22
11/09/2014;2014;150;0,0;0,0;3,38;28,84
12/09/2014;2014;151;0,0;0,669;3,54;26,54
13/09/2014;2014;152;0,0;0,0;3,55;29,82
14/09/2014;2014;153;0,0;0,629;2,57;29,61
15/09/2014;2014;154;0,0;2,347;2,15;23,34
16/09/2014;2014;155;0,0;5,054;2,76;11,05
17/09/2014;2014;156;0,0;6,126;2,54;1,77
18/09/2014;2014;157;0,0;0,013;2,48;1,78
19/09/2014;2014;158;0,006;0,958;2,25;28,59
20/09/2014;2014;159;0,0;0,118;2,46;2,06
21/09/2014;2014;160;0,002;0,232;3,03;11,74
22/09/2014;2014;161;0,0;0,608;2,66;12,87
23/09/2014;2014;162;0,0;0,0;1,96;24,15
24/09/2014;2014;163;0,0;0,051;2,53;26,38
25/09/2014;2014;164;0,0;0,447;2,53;28,15
26/09/2014;2014;165;0,0;0,0;2,68;20,2
27/09/2014;2014;166;0,0;2,018;2,6;27,74
28/09/2014;2014;167;0,0;3,449;1,8;9,93
29/09/2014;2014;168;0,0;0,62;2,42;16,68
30/09/2014;2014;169;0,0;0,0;2,49;15,55
01/10/2014;2014;170;0,0;0,055;2,92;5,57
02/10/2014;2014;171;0,0;0,0;2,71;7,19
03/10/2014;2014;172;0,0;0,028;2,59;27,62
04/10/2014;2014;173;0,0;0,309;2,86;16,8
05/10/2014;2014;174;0,0;0,057;1,85;21,4
06/10/2014;2014;175;0,0;0,44;1,82;23,44
07/10/2014;2014;176;0,0;0,0;2,17;3,66
08/10/2014;2014;177;0,0;23,874;1,15;29,89
09/10/2014;2014;178;0,0;0,124;2,0;27,73
10/10/2014;2014;179;0,0;0,0;1,71;11,79
11/10/2014;2014;180;0,0;0,0;1,6;5,04
12/10/2014;2014;181;0,0;7,527;1,14;25,4
13/10/2014;2014;182;0,0;3,169;1,15;2,5
14/10/2014;2014;183;0,0;0,905;1,3;9,86
15/10/2014;2014;184;0,0;6,605;0,82;15,92
16/10/2014;2014;185;0,0;2,848;1,25;25,38
17/10/2014;2014;186;0,0;1,088;1,81;27,68
18/10/2014;2014;187;0,0;0,0;2,17;23,81
19/10/2014;2014;188;0,0;0,794;1,92;22,32
20/10/2014;2014;189;0,0;0,0;1,97;21,54
21/10/2014;2014;190;0,0;0,0;2,58;24,5
22/10/2014;2014;191;0,0;0,475;1,55;22,47
23/10/2014;2014;192;0,0;0,0;1,41;23,67
24/10/2014;2014;193;0,0;0,345;1,17;17,1
25/10/2014;2014;194;0,0;0,0;1,44;7,71
26/10/2014;2014;195;0,0;0,0;1,74;17,9
27/10/2014;2014;196;0,0;0,0;1,59;13,36
28/10/2014;2014;197;0,0;0,0;1,36;28,62
29/10/2014;2014;198;0,0;0,0;1,55;11,87
30/10/2014;2014;199;0,0;0,082;1,3;7,76
15/04/2015;2015;1;0,0;1,407;1,21;22,46
16/04/2015;2015;2;0,0;0,342;1,92;29,16
17/04/2015;2015;3;0,0;0,0;2,84;16,88
18/04/2015;2015;4;0,0;3,147;2,46;2,35
19/04/2015;2015;5;0,0;0,375;3,01;27,81
20/04/2015;2015;6;0,0;0,0;3,6;26,27
21/04/2015;2015;7;0,0;0,0;4,49;18,37
22/04/2015;2015;8;0,0;0,591;2,12;28,31
23/04/2015;2015;9;0,0;0,0;3,6;19,96
24/04/2015;2015;10;0,0;0,0;1,95;5,5
25/04/2015;2015;11;0,0;1,921;2,7;17,65
26/04/2015;2015;12;0,0;0,981;2,65;9,92
27/04/2015;2015;13;0,0;2,551;2,98;26,85
28/04/2015;2015;14;0,0;0,751;2,1;27,87
29/04/2015;2015;15;0,0;0,267;4,28;29,41
30/04/2015;2015;16;0,0;0,0;2,85;28,61
01/05/2015;2015;17;0,0;0,431;2,37;7,75
02/05/2015;2015;18;0,0;0,584;3,84;29,93
03/05/2015;2015;19;0,0;0,026;2,55;20,56
04/05/2015;2015;20;0,0;6,627;1,97;28,73
05/05/2015;2015;21;0,0;0,0;3,02;6,62
06/05/2015;2015;22;0,0;1,065;3,83;27,39
07/05/2015;2015;23;0,0;0,116;5,11;29,55
08/05/2015;2015;24;0,0;1,001;3,82;12,93
09/05/2015;2015;25;0,0;0,0;4,6;4,29
10/05/2015;2015;26;0,084;0,0;5,7;28,67
11/05/2015;2015;27;0,0;0,0;5,69;27,64
12/05/2015;2015;28;0,0;0,245;6,25;2,02
13/05/2015;2015;29;0,351;0,429;5,43;29,77
14/05/2015;2015;30;0,0;0,0;4,7;29,31
15/05/2015;2015;31;0,0;0,522;4,68;29,1
16/05/2015;2015;32;0,0;0,0;4,91;28,2
17/05/2015;2015;33;0,0;0,0;4,89;29,56
18/05/2015;2015;34;0,0;0,285;6,11;25,29
19/05/2015;2015;35;0,0;0,0;4,37;7,23
20/05/2015;2015;36;0,0;0,536;3,29;20,87
21/05/2015;2015;37;0,0;0,194;4,17;29,84
22/05/2015;2015;38;0,0;0,0;4,4;26,69
23/05/2015;2015;39;0,0;0,0;4,34;23,77
24/05/2015;2015;40;0,0;0,0;4,66;28,32
25/05/2015;2015;41;0,0;0,291;4,94;28,5
26/05/2015;2015;42;0,0;0,0;5,49;29,06
27/05/2015;2015;43;0,0;0,069;5,21;28,66
28/05/2015;2015;44;0,0;0,0;5,26;14,81
29/05/2015;2015;45;0,0;0,0;5,69;22,01
30/05/2015;2015;46;0,0;0,0;5,7;27,84
31/05/2015;2015;47;0,0;0,0;5,3;12,49
01/06/2015;2015;48;0,0;0,28;4,77;19,18
02/06/2015;2015;49;0,0;0,0;5,73;13,33
03/06/2015;2015;50;0,0;0,0;6,39;10,47
04/06/2015;2015;51;0,0;0,05;5,99;18,69
05/06/2015;2015;52;0,0;0,062;4,49;4,57
06/06/2015;2015;53;0,012;0,0;5,15;28,52
07/06/2015;2015;54;0,0;0,058;6,0;4,14
08/06/2015;2015;55;0,061;0,0;6,45;22,92
09/06/2015;2015;56;0,0;0,0;4,4;7,71
10/06/2015;2015;57;0,0;0,573;1,28;11,2
11/06/2015;2015;58;0,0;0,0;4,78;29,95
12/06/2015;2015;59;0,0;0,416;3,67;13,13
13/06/2015;2015;60;0,0;0,25;4,02;6,97
14/06/2015;2015;61;0,0;0,432;2,4;23,75
15/06/2015;2015;62;0,0;0,289;3,51;12,09
16/06/2015;2015;63;0,0;0,0;4,8;28,77
17/06/2015;2015;64;0,0;0,0;5,01;27,13
18/06/2015;2015;65;0,0;0,393;5,72;16,45
19/06/2015;2015;66;0,0;0,381;6,01;24,79
20/06/2015;2015;67;0,0;0,195;5,9;14,13
21/06/2015;2015;68;0,0;0,213;6,21;1,86
22/06/2015;2015;69;0,08;0,0;5,58;19,3
23/06/2015;2015;70;0,0;0,0;4,77;28,51
24/06/2015;2015;71;0,0;0,0;5,3;2,67
25/06/2015;2015;72;0,044;0,151;5,85;28,74
26/06/2015;2015;73;0,0;0,0;6,84;2,41
27/06/2015;2015;74;0,071;0,0;6,03;18,5
28/06/2015;2015;75;0,0;0,116;6,35;10,42
29/06/2015;2015;76;0,0;0,0;6,74;24,05
30/06/2015;2015;77;0,0;0,0;6,91;28,38
01/07/2015;2015;78;0,0;0,0;4,81;21,93
02/07/2015;2015;79;0,0;0,57;5,48;6,87
03/07/2015;2015;80;0,0;0,0;6,7;27,9
04/07/2015;2015;81;0,0;0,234;5,89;17,43
05/07/2015;2015;82;0,0;0,492;6,07;26,19
06/07/2015;2015;83;0,0;0,0;6,46;28,48
07/07/2015;2015;84;0,0;1,093;6,62;7,02
08/07/2015;2015;85;0,0;0,041;5,68;17,12
09/07/2015;2015;86;0,0;0,005;5,81;24,15
10/07/2015;2015;87;0,0;0,483;6,91;4,01
11/07/2015;2015;88;0,03;0,0;5,6;28,56
12/07/2015;2015;89;0,0;0,221;5,9;20,99
13/07/2015;2015;90;0,0;0,0;5,88;28,98
14/07/2015;2015;91;0,0;0,0;6,38;17,8
15/07/2015;2015;92;0,0;0,404;6,26;22,96
16/07/2015;2015;93;0,0;0,589;6,18;26,49
17/07/2015;2015;94;0,0;0,336;5,48;1,59
18/07/2015;2015;95;0,031;0,0;5,91;2,64
19/07/2015;2015;96;0,059;0,0;5,93;27,59
20/07/2015;2015;97;0,0;0,0;5,84;21,47
21/07/2015;2015;98;0,0;0,0;4,24;5,01
22/07/2015;2015;99;0,0;0,0;5,4;20,66
23/07/2015;2015;100;0,0;0,0;5,79;9,25
24/07/2015;2015;101;0,0;0,0;5,46;19,27
25/07/2015;2015;102;0,0;0,65;5,0;23,85
26/07/2015;2015;103;0,0;0,758;5,73;13,72
27/07/2015;2015;104;0,0;0,103;7,1;7,63
28/07/2015;2015;105;0,006;0,0;6,22;24,99
29/07/2015;2015;106;0,0;0,0;5,27;17,42
30/07/2015;2015;107;0,0;0,0;3,09;3,01
31/07/2015;2015;108;0,002;0,538;3,88;23,1
01/08/2015;2015;109;0,0;0,185;4,36;5,71
02/08/2015;2015;110;0,0;0,0;5,83;9,12
03/08/2015;2015;111;0,0;0,0;6,02;10,43
04/08/2015;2015;112;0,0;0,0;5,07;27,69
05/08/2015;2015;113;0,0;0,643;5,39;23,21
06/08/2015;2015;114;0,0;0,0;5,77;6,72
07/08/2015;2015;115;0,0;0,0;5,52;27,91
08/08/2015;2015;116;0,0;0,611;5,51;15,87
09/08/2015;2015;117;0,0;0,0;4,39;19,7
10/08/2015;2015;118;0,0;0,0;5,05;25,45
11/08/2015;2015;119;0,0;0,395;5,01;4,1
12/08/2015;2015;120;0,007;0,194;4,0;28,1
13/08/2015;2015;121;0,0;0,0;3,44;3,93
14/08/2015;2015;122;0,0;0,286;4,06;21,58
15/08/2015;2015;123;0,0;0,0;3,36;27,59
16/08/2015;2015;124;0,0;0,0;3,85;23,91
17/08/2015;2015;125;0,0;0,118;4,66;29,5
18/08/2015;2015;126;0,0;0,0;4,34;27,97
19/08/2015;2015;127;0,0;0,136;4,47;17,59
20/08/2015;2015;128;0,0;0,048;5,2;27,14
21/08/2015;2015;129;0,0;0,0;5,04;28,15
22/08/2015;2015;130;0,0;0,465;5,42;26,84
23/08/2015;2015;131;0,0;0,118;3,1;25,54
24/08/2015;2015;132;0,0;0,0;3,86;13,03
25/08/2015;2015;133;0,0;1,559;4,16;29,66
26/08/2015;2015;134;0,0;0,326;3,53;14,36
27/08/2015;2015;135;0,0;0,0;4,62;25,19
28/08/2015;2015;136;0,0;0,846;4,55;28,52
29/08/2015;2015;137;0,0;0,19;4,83;2,46
30/08/2015;2015;138;0,018;2,473;4,55;14,82
31/08/2015;2015;139;0,0;0,126;2,57;28,71
01/09/2015;2015;140;0,0;0,125;3,52;28,84
02/09/2015;2015;141;0,0;0,64;3,42;9,02
03/09/2015;2015;142;0,0;0,33;3,17;17,59
04/09/2015;2015;143;0,0;0,119;3,5;25,96
05/09/2015;2015;144;0,0;0,835;3,35;9,44
06/09/2015;2015;145;0,0;0,0;3,57;21,69
07/09/2015;2015;146;0,0;0,0;3,09;4,88
08/09/2015;2015;147;0,0;0,0;3,83;26,13
09/09/2015;2015;148;0,0;0,159;2,57;17,93
10/09/2015;2015;149;0,0;0,821;3,5;5,35
11/09/2015;2015;150;0,0;0,0;3,72;26,02
12/09/2015;2015;151;0,0;0,03;3,59;7,67
13/09/2015;2015;152;0,0;0,0;2,01;29,37
14/09/2015;2015;153;0,0;0,433;3,05;29,47
15/09/2015;2015;154;0,0;13,537;1,18;29,4
16/09/2015;2015;155;0,0;3,038;2,83;0,74
