Fecha;Temporada;Dias_Plantacion;Dr_TAW_Ratio;Lluvia_Hoy_mm;ETo_Hoy_mm;Riego_Decidido_IA_mm
27/05/2024;2024;43;0,0;1,063;5,11;28,38
28/05/2024;2024;44;0,0;0,0;5,47;24,38
29/05/2024;2024;45;0,0;0,0;6,67;0,31
30/05/2024;2024;46;0,267;0,928;5,43;29,98
31/05/2024;2024;47;0,0;0,0;5,38;6,79
01/06/2024;2024;48;0,0;0,0;5,33;19,41
02/06/2024;2024;49;0,0;0,0;5,39;23,55
03/06/2024;2024;50;0,0;0,525;5,75;15,26
04/06/2024;2024;51;0,0;0,0;5,84;21,72
05/06/2024;2024;52;0,0;0,731;5,61;16,14
06/06/2024;2024;53;0,0;0,0;6,0;0,19
07/06/2024;2024;54;0,173;3,771;6,0;29,99
08/06/2024;2024;55;0,0;21,044;3,4;9,58
09/06/2024;2024;56;0,0;0,526;3,26;28,86
10/06/2024;2024;57;0,0;0,0;5,03;28,1
11/06/2024;2024;58;0,0;0,047;4,72;1,37
12/06/2024;2024;59;0,085;0,0;4,38;1,65
13/06/2024;2024;60;0,156;0,0;4,81;4,97
14/06/2024;2024;61;0,152;0,118;4,61;2,04
15/06/2024;2024;62;0,211;0,741;5,51;24,83
16/06/2024;2024;63;0,0;0,053;4,46;11,44
17/06/2024;2024;64;0,0;0,0;4,11;24,81
18/06/2024;2024;65;0,0;11,852;2,53;28,93
19/06/2024;2024;66;0,0;0,14;4,4;19,71
20/06/2024;2024;67;0,0;0,0;3,97;20,14
21/06/2024;2024;68;0,0;0,0;5,49;26,97
22/06/2024;2024;69;0,0;0,937;4,15;11,6
23/06/2024;2024;70;0,0;0,0;5,54;11,12
24/06/2024;2024;71;0,0;0,482;5,31;5,01
25/06/2024;2024;72;0,006;0,0;6,04;15,34
26/06/2024;2024;73;0,0;0,038;5,5;11,23
27/06/2024;2024;74;0,0;0,742;5,71;29,27
28/06/2024;2024;75;0,0;0,093;5,33;23,77
29/06/2024;2024;76;0,0;0,0;1,83;4,92
30/06/2024;2024;77;0,0;0,0;3,98;6,81
01/07/2024;2024;78;0,0;0,0;5,3;2,86
02/07/2024;2024;79;0,037;0,301;5,02;20,21
03/07/2024;2024;80;0,0;0,69;5,69;21,28
04/07/2024;2024;81;0,0;0,192;5,47;5,25
05/07/2024;2024;82;0,007;0,0;5,98;13,59
06/07/2024;2024;83;0,0;0,895;5,08;8,06
07/07/2024;2024;84;0,0;0,0;4,91;28,59
08/07/2024;2024;85;0,0;0,0;5,24;23,67
09/07/2024;2024;86;0,0;0,0;2,17;8,19
10/07/2024;2024;87;0,0;0,051;4,14;28,5
11/07/2024;2024;88;0,0;0,0;4,76;3,14
12/07/2024;2024;89;0,018;0,51;5,26;27,72
13/07/2024;2024;90;0,0;0,0;4,64;8,86
14/07/2024;2024;91;0,0;0,0;4,99;6,1
15/07/2024;2024;92;0,0;0,346;4,37;20,92
16/07/2024;2024;93;0,0;0,0;4,87;6,51
17/07/2024;2024;94;0,0;0,0;4,92;27,46
18/07/2024;2024;95;0,0;0,0;5,26;28,68
19/07/2024;2024;96;0,0;0,6;5,58;8,03
20/07/2024;2024;97;0,0;0,0;4,92;1,05
21/07/2024;2024;98;0,032;0,441;4,87;27,33
22/07/2024;2024;99;0,0;0,636;5,04;18,15
23/07/2024;2024;100;0,0;0,525;5,28;3,96
24/07/2024;2024;101;0,008;0,0;5,29;28,96
25/07/2024;2024;102;0,0;0,0;5,33;18,87
26/07/2024;2024;103;0,0;0,0;5,3;29,59
27/07/2024;2024;104;0,0;0,0;5,2;28,51
28/07/2024;2024;105;0,0;0,0;5,24;29,9
29/07/2024;2024;106;0,0;0,0;4,38;29,97
30/07/2024;2024;107;0,0;2,519;5,12;8,35
31/07/2024;2024;108;0,0;0,0;5,01;29,5
01/08/2024;2024;109;0,0;0,0;4,85;29,52
02/08/2024;2024;110;0,0;0,209;4,91;8,42
03/08/2024;2024;111;0,0;0,0;4,78;21,67
04/08/2024;2024;112;0,0;0,0;4,97;29,22
05/08/2024;2024;113;0,0;0,0;5,14;28,27
06/08/2024;2024;114;0,0;0,268;4,27;27,23
07/08/2024;2024;115;0,0;0,904;4,67;28,96
08/08/2024;2024;116;0,0;0,0;4,85;29,42
09/08/2024;2024;117;0,0;0,709;4,79;28,89
10/08/2024;2024;118;0,0;0,0;4,92;29,78
11/08/2024;2024;119;0,0;1,148;4,95;29,94
12/08/2024;2024;120;0,0;0,0;4,94;28,7
13/08/2024;2024;121;0,0;0,0;2,36;7,5
14/08/2024;2024;122;0,0;0,763;4,43;2,07
15/08/2024;2024;123;0,012;0,648;4,3;18,97
16/08/2024;2024;124;0,0;0,516;4,48;24,77
17/08/2024;2024;125;0,0;0,0;4,39;22,53
18/08/2024;2024;126;0,0;0,089;4,51;28,86
19/08/2024;2024;127;0,0;0,142;4,03;29,17
20/08/2024;2024;128;0,0;0,0;4,38;28,74
21/08/2024;2024;129;0,0;0,752;4,06;3,65
22/08/2024;2024;130;0,0;0,0;4,58;1,99
23/08/2024;2024;131;0,019;0,0;4,17;27,6
24/08/2024;2024;132;0,0;0,435;3,72;6,35
25/08/2024;2024;133;0,0;0,56;3,8;27,55
26/08/2024;2024;134;0,0;0,0;3,63;26,92
27/08/2024;2024;135;0,0;0,299;4,11;26,95
28/08/2024;2024;136;0,0;0,37;4,02;22,33
29/08/2024;2024;137;0,0;12,104;3,24;2,9
30/08/2024;2024;138;0,0;0,0;3,56;0,68
31/08/2024;2024;139;0,019;0,0;2,4;26,59
01/09/2024;2024;140;0,0;0,0;3,57;13,12
02/09/2024;2024;141;0,0;8,189;3,21;17,5
03/09/2024;2024;142;0,0;0,02;2,86;28,53
04/09/2024;2024;143;0,0;0,332;3,46;23,03
05/09/2024;2024;144;0,0;0,104;2,0;17,36
06/09/2024;2024;145;0,0;0,363;1,81;1,58
07/09/2024;2024;146;0,0;0,354;2,3;12,51
08/09/2024;2024;147;0,0;0,0;3,23;18,32
09/09/2024;2024;148;0,0;0,17;3,12;19,66
10/09/2024;2024;149;0,0;0,0;3,07;20,31
11/09/2024;2024;150;0,0;0,43;2,93;17,87
12/09/2024;2024;151;0,0;0,0;2,81;5,4
13/09/2024;2024;152;0,0;0,0;2,75;22,15
14/09/2024;2024;153;0,0;0,412;2,86;23,59
15/09/2024;2024;154;0,0;0,699;3,04;23,29
16/09/2024;2024;155;0,0;0,23;3,11;27,3
17/09/2024;2024;156;0,0;0,291;3,02;28,75
18/09/2024;2024;157;0,0;0,383;2,79;28,5
19/09/2024;2024;158;0,0;0,0;2,6;16,25
20/09/2024;2024;159;0,0;1,525;1,52;26,02
21/09/2024;2024;160;0,0;0,068;1,5;18,49
22/09/2024;2024;161;0,0;0,0;2,59;17,65
23/09/2024;2024;162;0,0;0,13;2,75;23,17
24/09/2024;2024;163;0,0;0,239;1,41;14,17
25/09/2024;2024;164;0,0;0,143;2,04;28,92
26/09/2024;2024;165;0,0;23,752;3,23;29,25
27/09/2024;2024;166;0,0;0,0;2,4;24,74
28/09/2024;2024;167;0,0;0,0;2,01;8,56
29/09/2024;2024;168;0,0;0,0;2,27;8,28
30/09/2024;2024;169;0,0;0,365;2,41;17,41
01/10/2024;2024;170;0,0;0,888;1,93;5,76
02/10/2024;2024;171;0,0;4,505;0,99;28,66
03/10/2024;2024;172;0,0;0,0;1,79;12,97
04/10/2024;2024;173;0,0;0,0;1,82;14,95
05/10/2024;2024;174;0,0;0,0;1,25;21,6
06/10/2024;2024;175;0,0;1,556;0,86;28,61
15/04/2025;2025;1;0,0;0,222;3,13;28,58
16/04/2025;2025;2;0,0;0,522;2,42;21,7
17/04/2025;2025;3;0,0;0,141;2,85;28,77
18/04/2025;2025;4;0,0;0,912;1,88;7,36
19/04/2025;2025;5;0,0;2,836;1,78;1,95
20/04/2025;2025;6;0,0;0,128;3,19;28,32
21/04/2025;2025;7;0,0;0,362;1,85;27,96
22/04/2025;2025;8;0,0;0,0;3,16;27,69
23/04/2025;2025;9;0,0;0,0;4,56;27,79
24/04/2025;2025;10;0,0;0,0;4,5;9,32
25/04/2025;2025;11;0,0;0,0;4,73;5,37
26/04/2025;2025;12;0,018;0,0;4,7;29,24
27/04/2025;2025;13;0,0;0,014;4,09;10,27
28/04/2025;2025;14;0,0;1,306;4,48;19,19
29/04/2025;2025;15;0,0;0,0;4,86;19,82
30/04/2025;2025;16;0,0;5,654;3,37;25,97
01/05/2025;2025;17;0,0;0,318;3,61;6,48
02/05/2025;2025;18;0,0;0,0;2,68;15,18
03/05/2025;2025;19;0,0;0,0;2,83;25,98
04/05/2025;2025;20;0,0;0,375;2,6;1,28
05/05/2025;2025;21;0,103;0,542;3,72;24,95
06/05/2025;2025;22;0,0;0,0;3,52;25,04
07/05/2025;2025;23;0,0;0,353;4,0;8,01
08/05/2025;2025;24;0,0;3,583;3,58;5,52
09/05/2025;2025;25;0,0;4,391;1,53;4,48
10/05/2025;2025;26;0,0;3,535;2,16;2,38
11/05/2025;2025;27;0,0;0,269;2,22;15,74
12/05/2025;2025;28;0,0;0,737;1,92;27,88
13/05/2025;2025;29;0,0;3,696;2,79;4,3
14/05/2025;2025;30;0,0;5,315;3,35;23,68
15/05/2025;2025;31;0,0;2,886;3,08;5,08
16/05/2025;2025;32;0,0;0,0;4,8;21,05
17/05/2025;2025;33;0,0;0,0;4,76;6,21
18/05/2025;2025;34;0,0;0,0;5,33;17,98
19/05/2025;2025;35;0,0;0,0;4,11;22,23
20/05/2025;2025;36;0,0;0,355;5,16;16,16
21/05/2025;2025;37;0,0;0,0;5,24;11,44
22/05/2025;2025;38;0,0;0,0;5,13;22,62
23/05/2025;2025;39;0,0;0,0;4,97;1,17
24/05/2025;2025;40;0,222;0,204;5,38;29,4
25/05/2025;2025;41;0,0;0,0;5,68;11,65
26/05/2025;2025;42;0,0;0,357;4,9;16,13
27/05/2025;2025;43;0,0;0,25;5,52;18,34
28/05/2025;2025;44;0,0;0,0;6,15;11,11
29/05/2025;2025;45;0,0;0,456;6,82;4,5
30/05/2025;2025;46;0,107;0,847;4,86;21,88
31/05/2025;2025;47;0,0;0,289;5,63;3,03
01/06/2025;2025;48;0,097;0,0;4,97;6,45
02/06/2025;2025;49;0,076;0,024;4,95;7,37
03/06/2025;2025;50;0,029;0,902;4,14;4,06
04/06/2025;2025;51;0,024;0,023;4,99;7,62
05/06/2025;2025;52;0,0;0,0;5,65;3,82
06/06/2025;2025;53;0,074;0,68;4,96;0,41
07/06/2025;2025;54;0,188;0,445;6,4;29,96
08/06/2025;2025;55;0,0;0,04;5,38;23,61
09/06/2025;2025;56;0,0;0,0;6,27;8,87
10/06/2025;2025;57;0,0;0,0;5,59;20,76
11/06/2025;2025;58;0,0;0,0;6,41;5,02
12/06/2025;2025;59;0,055;0,179;5,06;9,98
13/06/2025;2025;60;0,0;0,0;5,86;21,83
14/06/2025;2025;61;0,0;0,201;4,9;18,68
15/06/2025;2025;62;0,0;1,025;6,12;12,31
16/06/2025;2025;63;0,0;0,145;6,18;22,75
17/06/2025;2025;64;0,0;0,0;6,65;12,7
18/06/2025;2025;65;0,0;0,206;6,89;8,3
19/06/2025;2025;66;0,0;0,0;4,0;9,37
20/06/2025;2025;67;0,0;0,0;6,61;29,51
21/06/2025;2025;68;0,0;0,834;6,55;28,45
22/06/2025;2025;69;0,0;0,0;6,39;11,13
23/06/2025;2025;70;0,0;0,0;6,3;27,64
24/06/2025;2025;71;0,0;0,0;3,63;25,41
25/06/2025;2025;72;0,0;0,0;3,68;11,08
26/06/2025;2025;73;0,0;0,0;5,41;28,89
27/06/2025;2025;74;0,0;0,0;6,44;20,18
28/06/2025;2025;75;0,0;0,0;6,62;24,2
29/06/2025;2025;76;0,0;0,336;6,32;26,16
30/06/2025;2025;77;0,0;0,438;6,46;28,43
01/07/2025;2025;78;0,0;0,082;6,76;28,43
02/07/2025;2025;79;0,0;0,446;6,62;23,34
03/07/2025;2025;80;0,0;0,0;6,08;20,83
04/07/2025;2025;81;0,0;0,039;5,42;23,98
05/07/2025;2025;82;0,0;0,0;5,76;27,5
06/07/2025;2025;83;0,0;0,407;5,91;27,8
07/07/2025;2025;84;0,0;0,579;6,31;6,91
08/07/2025;2025;85;0,0;0,0;5,59;27,74
09/07/2025;2025;86;0,0;0,0;5,79;21,84
10/07/2025;2025;87;0,0;0,0;5,89;16,25
11/07/2025;2025;88;0,0;0,0;5,88;3,32
12/07/2025;2025;89;0,023;0,0;5,66;6,02
13/07/2025;2025;90;0,024;0,554;4,57;29,76
14/07/2025;2025;91;0,0;0,436;5,48;24,91
15/07/2025;2025;92;0,0;0,0;5,31;14,84
16/07/2025;2025;93;0,0;0,0;5,8;26,04
17/07/2025;2025;94;0,0;0,278;5,68;23,67
18/07/2025;2025;95;0,0;0,0;5,11;19,43
19/07/2025;2025;96;0,0;0,382;4,68;24,19
20/07/2025;2025;97;0,0;0,0;4,88;5,63
21/07/2025;2025;98;0,0;1,006;5,22;24,85
22/07/2025;2025;99;0,0;0,0;5,64;22,5
23/07/2025;2025;100;0,0;0,51;5,4;28,77
24/07/2025;2025;101;0,0;0,18;4,74;6,88
25/07/2025;2025;102;0,0;0,519;4,92;28,4
26/07/2025;2025;103;0,0;0,669;4,82;23,41
27/07/2025;2025;104;0,0;0,526;5,41;19,24
28/07/2025;2025;105;0,0;0,244;5,12;21,7
29/07/2025;2025;106;0,0;0,855;4,79;3,15
30/07/2025;2025;107;0,007;0,538;4,84;25,88
31/07/2025;2025;108;0,0;0,0;4,82;22,53
01/08/2025;2025;109;0,0;0,0;4,73;29,02
02/08/2025;2025;110;0,0;0,0;4,79;9,05
03/08/2025;2025;111;0,0;1,737;4,8;18,6
04/08/2025;2025;112;0,0;0,0;5,02;23,72
05/08/2025;2025;113;0,0;0,0;5,23;6,2
06/08/2025;2025;114;0,0;0,0;4,68;26,7
07/08/2025;2025;115;0,0;0,213;5,37;27,42
08/08/2025;2025;116;0,0;0,0;5,31;17,77
09/08/2025;2025;117;0,0;0,248;5,31;27,64
10/08/2025;2025;118;0,0;0,39;5,14;27,8
11/08/2025;2025;119;0,0;0,645;4,57;29,96
12/08/2025;2025;120;0,0;0,296;3,38;29,62
13/08/2025;2025;121;0,0;0,0;3,71;5,38
14/08/2025;2025;122;0,0;0,313;4,67;27,82
15/08/2025;2025;123;0,0;0,0;4,89;24,27
16/08/2025;2025;124;0,0;0,0;4,78;28,71
17/08/2025;2025;125;0,0;0,005;4,44;12,72
18/08/2025;2025;126;0,0;0,283;3,64;16,41
19/08/2025;2025;127;0,0;0,0;3,51;22,54
20/08/2025;2025;128;0,0;0,0;4,31;15,36
21/08/2025;2025;129;0,0;0,886;3,74;27,34
22/08/2025;2025;130;0,0;0,0;3,83;17,05
23/08/2025;2025;131;0,0;0,0;3,94;19,54
24/08/2025;2025;132;0,0;0,0;4,48;29,87
25/08/2025;2025;133;0,0;0,448;4,5;3,64
26/08/2025;2025;134;0,005;0,683;4,76;19,1
27/08/2025;2025;135;0,0;0,0;3,33;27,51
28/08/2025;2025;136;0,0;0,553;4,2;27,75
29/08/2025;2025;137;0,0;0,458;3,13;10,09
30/08/2025;2025;138;0,0;0,0;4,43;29,64
31/08/2025;2025;139;0,0;0,815;3,57;22,59
01/09/2025;2025;140;0,0;0,016;3,2;16,12
02/09/2025;2025;141;0,0;0,0;2,79;4,36
03/09/2025;2025;142;0,0;0,735;3,02;20,99
04/09/2025;2025;143;0,0;0,0;3,91;21,26
05/09/2025;2025;144;0,0;0,0;3,76;15,01
06/09/2025;2025;145;0,0;0,789;4,12;29,9
07/09/2025;2025;146;0,0;0,668;3,17;4,98
08/09/2025;2025;147;0,0;0,0;3,43;25,0
09/09/2025;2025;148;0,0;0,0;3,46;11,93
10/09/2025;2025;149;0,0;0,731;3,53;17,38
11/09/2025;2025;150;0,0;0,0;3,32;11,32
12/09/2025;2025;151;0,0;0,309;3,43;21,33
13/09/2025;2025;152;0,0;0,21;3,99;26,88
14/09/2025;2025;153;0,0;0,611;4,35;28,91
15/09/2025;2025;154;0,0;0,174;4,27;28,6
16/09/2025;2025;155;0,0;0,0;3,24;6,7
17/09/2025;2025;156;0,0;0,02;3,74;26,79
18/09/2025;2025;157;0,0;1,42;3,92;29,86
19/09/2025;2025;158;0,0;0,208;3,94;27,06
