Fecha;Riego_Decidido_mm;Lluvia_mm;Evaporacion_Suelo_mm;Transpiracion_Planta_mm;Estrés_Hídrico_pct
17/05/2007;7,026244151131269;0,0;3,289736343258974;1,8115129034938084;0,0
18/05/2007;0,5465385007928738;4,4;2,919716521025571;2,432621910897076;0,0
19/05/2007;0,632155383721998;5,2;2,0380913967536958;2,1028369321106273;0,0
20/05/2007;0,0;16,2;0,6511892545297014;0,2782900477139332;0,0
21/05/2007;0,0;7,0;0,48880220503667987;0,08469800596157834;0,0
22/05/2007;0,0;8,8;1,2001288482064236;1,8952850183445535;0,0
23/05/2007;0,0;12,2;0,3739288702042178;0,36022352346260655;0,0
24/05/2007;0,0;21,2;0,7429633697917287;2,2710810255921157;0,0
25/05/2007;0,0;0,6;0,7112264435935314;1,9682412725838216;0,0
26/05/2007;0,0;0,0;0,34885429130842927;1,1618971061763748;0,0
27/05/2007;2,357468721413043;0,0;0,4287228536580049;0,1841948058746569;0,0
28/05/2007;0,0;0,0;0,4348777801907273;0,07017929516260019;0,0
29/05/2007;2,9050570753533047;0,0;0,36335836742676897;0,8058307704463652;-2,220446049250313e-14
30/05/2007;4,209189137873155;0,0;0,35635128096579094;2,6888988712914075;0,0
31/05/2007;5,925250152257227;0,4;0,22949843047795682;0,7766915292520411;0,0
01/06/2007;1,4961899597299786;0,0;0,2229516883278975;1,136935649784888;0,0
02/06/2007;3,3398873381128036;0,0;0,24252435812608694;4,600429634253864;0,0
03/06/2007;8,422953992379963;0,0;0,14119593490166207;2,5046090134955725;0,0
04/06/2007;0,0;0,0;0,18315149916068146;2,715173352482314;0,0
05/06/2007;3,898324851643024;0,0;0,15668625193978894;1,4736335828713296;0,0
06/06/2007;0,2873926257020385;0,0;0,14477140685023557;3,3812213868394134;0,0
07/06/2007;6,4859927936896575;0,0;0,13141903412100567;5,028520997392933;0,0
08/06/2007;6,489940031513928;0,4;0,10712088652099751;4,943937736567576;0,0
09/06/2007;0,0;5,2;0,08077507904920934;3,8634413152846068;-2,220446049250313e-14
10/06/2007;0,0;4,2;0,07573601922793408;3,5630544066448357;0,0
11/06/2007;2,0152515611289736;0,0;0,07001719016714908;3,593644390707978;0,0
12/06/2007;4,843661580875134;0,0;0,07586833639811304;4,538599539665139;0,0
13/06/2007;4,924467876063265;0,8;0,0596282660922354;3,3900553471992105;0,0
14/06/2007;0,0;4,8;0,04520492003174389;2,4134085465736894;0,0
15/06/2007;0,0;0,0;0,03953068870469198;1,6817949702804424;0,0
16/06/2007;0,0;6,2;0,024478657534407974;0,5418102562037531;0,0
17/06/2007;0,0;10,6;0,032167179180697815;2,3704251715741576;0,0
18/06/2007;0,0;0,0;0,035608054432422785;2,8862329288763107;-2,220446049250313e-14
19/06/2007;0,0;4,6;0,020948022362818557;0,5559880613924245;-2,220446049250313e-14
20/06/2007;0,0;1,4;0,022544361056760158;0,10416141969937016;0,0
21/06/2007;0,0;0,4;0,027215913916165704;0,5665440080993419;0,0
22/06/2007;0,0;0,0;0,03463277788204323;1,9255048334873088;0,0
23/06/2007;3,7701376113693543;0,0;0,03510852200952491;3,0586726116321024;0,0
